date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-06 03:00:00,1.0979507,3.9004514,143.18085
2011-01-06 04:00:00,0.85776454,2.530497,98.273346
2011-01-06 05:00:00,1.0464296,3.6528115,143.9943
2011-01-06 06:00:00,0.787614,1.9035712,103.462875
2011-01-06 07:00:00,0.89023083,2.4489439,114.98479
2011-01-06 08:00:00,1.1794373,4.5324597,194.70386
2011-01-06 09:00:00,1.8625549,7.1561317,295.2097
2011-01-06 10:00:00,1.778475,6.9690866,283.94965
2011-01-06 11:00:00,1.6494272,6.658732,233.3611
2011-01-06 12:00:00,1.524161,5.42523,222.72021
2011-01-06 13:00:00,1.9846122,8.485135,269.00592
2011-01-06 14:00:00,1.676251,6.2711945,210.63864
2011-01-06 15:00:00,1.745057,7.2850146,237.51228
2011-01-06 16:00:00,1.9612215,7.655142,254.31926
2011-01-06 17:00:00,2.0988178,7.6939044,277.36948
2011-01-06 18:00:00,2.3079865,9.589451,316.71265
2011-01-06 19:00:00,3.0984936,12.730751,407.09555
2011-01-06 20:00:00,2.5777524,10.564101,375.38907
2011-01-06 21:00:00,2.3804684,9.559784,342.65018
2011-01-06 22:00:00,2.0757174,8.316784,315.9092
2011-01-06 23:00:00,1.70647,5.5271955,234.83524
2011-01-07 00:00:00,1.2728508,4.1325397,175.63014
2011-01-07 01:00:00,1.3227746,3.2592604,153.00526
2011-01-07 02:00:00,1.2826791,3.7838426,160.06769
2011-01-07 03:00:00,0.9501201,2.678389,117.30501
2011-01-07 04:00:00,0.93591404,2.2568011,105.687874
2011-01-07 05:00:00,0.60835296,1.7859057,92.58441
2011-01-07 06:00:00,0.6489574,1.9519277,104.26912
2011-01-07 07:00:00,1.0414803,2.7937734,152.30882
2011-01-07 08:00:00,1.8343761,7.7514124,326.55222
2011-01-07 09:00:00,3.0741074,13.840883,495.1795
2011-01-07 10:00:00,1.93188,8.078076,360.3012
2011-01-07 11:00:00,2.4538782,10.798464,402.41068
2011-01-07 12:00:00,2.5374298,10.615965,405.27695
2011-01-07 13:00:00,2.989129,12.597343,443.22424
2011-01-07 14:00:00,2.7968192,11.591701,415.95593
2011-01-07 15:00:00,3.3669586,14.12101,477.86365
2011-01-07 16:00:00,4.244648,19.377022,614.4081
2011-01-07 17:00:00,4.2465887,18.079996,598.766
2011-01-07 18:00:00,4.903555,22.80583,682.05334
2011-01-07 19:00:00,5.234197,22.953056,702.22485
2011-01-07 20:00:00,4.9164457,21.363106,699.2801
2011-01-07 21:00:00,4.4296794,16.27565,595.4034
2011-01-07 22:00:00,3.7472053,14.739765,501.1359
2011-01-07 23:00:00,2.7429454,10.8343525,382.08792
2011-01-08 00:00:00,3.0621972,12.205399,462.02936
2011-01-08 01:00:00,1.7584355,6.565854,246.28775
2011-01-08 02:00:00,1.4444386,5.5818834,196.75636
2011-01-08 03:00:00,1.1926872,4.273566,170.23512
2011-01-08 04:00:00,0.95474225,2.989428,128.42554
2011-01-08 05:00:00,1.0268366,3.4446173,143.67279
2011-01-08 06:00:00,1.0892186,4.2753882,188.17181
2011-01-08 07:00:00,1.1466,3.9444995,169.71707
2011-01-08 08:00:00,2.6309705,10.882415,443.67795
2011-01-08 09:00:00,3.2089267,14.04188,560.1399
2011-01-08 10:00:00,2.4287195,10.583552,421.3465
2011-01-08 11:00:00,2.6847756,11.58376,413.4784
2011-01-08 12:00:00,2.4897788,11.021941,397.27277
2011-01-08 13:00:00,3.0524757,13.091485,443.43442
2011-01-08 14:00:00,3.8799617,16.162807,553.4549
2011-01-08 15:00:00,3.379511,13.50271,496.24725
2011-01-08 16:00:00,4.2996955,17.757305,599.96246
2011-01-08 17:00:00,4.4146485,19.88515,607.99243
2011-01-08 18:00:00,4.214689,17.900024,577.3793
2011-01-08 19:00:00,4.5591335,19.884398,604.93005
2011-01-08 20:00:00,5.566556,23.340258,727.88806
2011-01-08 21:00:00,3.5915754,14.189509,472.42957
2011-01-08 22:00:00,2.374406,10.40847,325.9535
2011-01-08 23:00:00,1.6553752,6.372923,226.83606
2011-01-09 00:00:00,1.8696488,6.8686495,218.68002
2011-01-09 01:00:00,1.6564069,5.9571514,202.91347
2011-01-09 02:00:00,1.5350434,5.5063286,191.232
2011-01-09 03:00:00,1.0172352,3.58279,129.53654
2011-01-09 04:00:00,0.78704715,1.8968958,71.65416
2011-01-09 05:00:00,0.65820056,2.2562017,73.056786
2011-01-09 06:00:00,0.6626522,1.8493365,81.76175
2011-01-09 07:00:00,0.64331627,1.9400921,88.70654
2011-01-09 08:00:00,0.9680977,2.4735374,119.29111
2011-01-09 09:00:00,0.7378551,2.1119585,94.937515
2011-01-09 10:00:00,1.4230896,3.9601958,157.98152
2011-01-09 11:00:00,1.6972526,5.7171392,234.30354
2011-01-09 12:00:00,2.303431,9.926592,328.68927
2011-01-09 13:00:00,2.147149,9.106725,282.5126
2011-01-09 14:00:00,2.6545594,12.547574,337.95334
2011-01-09 15:00:00,3.6217284,16.572496,452.73016
2011-01-09 16:00:00,2.1574216,9.056514,288.31583
2011-01-09 17:00:00,2.3258052,9.82371,313.0326
2011-01-09 18:00:00,3.2105148,13.433486,394.27615
2011-01-09 19:00:00,2.3578835,9.212644,297.58533
2011-01-09 20:00:00,2.9964743,12.665361,375.95718
2011-01-09 21:00:00,2.3090267,8.929759,296.7094
2011-01-09 22:00:00,1.6411259,5.9162254,209.83939
2011-01-09 23:00:00,2.134987,8.711167,275.42267
2011-01-10 00:00:00,1.9943674,8.252861,272.66934
2011-01-10 01:00:00,2.0285625,8.144612,269.41113
2011-01-10 02:00:00,1.2013681,4.7793384,165.41388
2011-01-10 03:00:00,1.0951463,2.5866237,121.727165
2011-01-10 04:00:00,0.8431674,2.0909321,93.64165
2011-01-10 05:00:00,0.7693944,1.7552752,89.66836
2011-01-10 06:00:00,0.9921114,3.6755965,154.1577
2011-01-10 07:00:00,1.6910112,6.8252773,251.46692
2011-01-10 08:00:00,4.279634,21.873325,592.61676
2011-01-10 09:00:00,4.2464514,20.428883,617.94653
2011-01-10 10:00:00,3.8827167,18.15332,694.58527
2011-01-10 11:00:00,3.7833815,17.754095,609.0701
2011-01-10 12:00:00,3.173809,14.709134,509.19684
2011-01-10 13:00:00,3.8645792,18.614735,596.3609
2011-01-10 14:00:00,4.2937174,21.142143,613.3784
2011-01-10 15:00:00,3.9801939,20.859608,576.4351
2011-01-10 16:00:00,3.4005172,16.365637,516.84644
2011-01-10 17:00:00,3.79245,17.361889,514.1813
2011-01-10 18:00:00,4.0980105,18.779905,547.28467
2011-01-10 19:00:00,3.950505,18.274939,520.8959
2011-01-10 20:00:00,4.0247107,18.263092,526.1994
2011-01-10 21:00:00,3.2795467,15.201262,470.63416
2011-01-10 22:00:00,2.8627138,13.24931,438.0597
2011-01-10 23:00:00,1.9402022,8.476508,295.9749
2011-01-11 00:00:00,1.9619654,8.295155,313.93604
2011-01-11 01:00:00,1.5621107,5.894256,202.71552
2011-01-11 02:00:00,1.2217894,3.9246225,165.28812
2011-01-11 03:00:00,0.939785,2.8298833,117.540085
2011-01-11 04:00:00,0.9564111,2.882045,122.46152
2011-01-11 05:00:00,0.9283693,3.3318782,140.94698
2011-01-11 06:00:00,1.1815988,3.6434014,168.6733
2011-01-11 07:00:00,1.4315151,6.0430517,244.59396
2011-01-11 08:00:00,3.6879058,18.181171,577.11334
2011-01-11 09:00:00,5.55642,30.95561,818.6286
2011-01-11 10:00:00,3.419971,15.17296,532.2974
2011-01-11 11:00:00,3.8496704,18.531067,610.2136
2011-01-11 12:00:00,3.7149744,16.360516,556.11444
2011-01-11 13:00:00,3.433743,15.322577,519.2942
2011-01-11 14:00:00,4.0170965,18.718946,577.69727
2011-01-11 15:00:00,3.9745178,19.3354,600.0759
2011-01-11 16:00:00,4.408481,21.491413,623.9361
2011-01-11 17:00:00,4.2622423,20.682043,564.4234
2011-01-11 18:00:00,4.6171737,21.25156,608.76953
2011-01-11 19:00:00,4.7616086,21.730091,609.4621
2011-01-11 20:00:00,5.400134,24.595724,692.8203
2011-01-11 21:00:00,4.490426,20.748655,587.5936
2011-01-11 22:00:00,4.2809734,19.228518,579.2383
2011-01-11 23:00:00,3.6632452,16.624804,548.23425
2011-01-12 00:00:00,2.5534613,10.695522,373.79654
2011-01-12 01:00:00,2.531333,10.899155,366.76184
2011-01-12 02:00:00,1.8649087,8.233923,277.7339
2011-01-12 03:00:00,1.1941652,4.3338227,173.271
2011-01-12 04:00:00,1.1017389,4.839243,184.85939
2011-01-12 05:00:00,1.1489929,5.3709426,196.75174
2011-01-12 06:00:00,1.6318754,7.4783754,316.57864
2011-01-12 07:00:00,1.8627803,8.506628,338.581
2011-01-12 08:00:00,4.2716002,20.768631,677.0736
2011-01-12 09:00:00,4.2358513,19.312515,690.0771
2011-01-12 10:00:00,4.076212,18.854198,695.2451
2011-01-12 11:00:00,3.4740357,16.347206,602.42053
2011-01-12 12:00:00,3.4246721,15.400239,565.0838
2011-01-12 13:00:00,3.7947457,18.192017,581.8657
2011-01-12 14:00:00,3.147741,15.377539,443.09677
2011-01-12 15:00:00,3.6530843,18.446121,514.3692
2011-01-12 16:00:00,3.628325,17.569384,479.60492
2011-01-12 17:00:00,3.2332287,15.123016,450.61963
2011-01-12 18:00:00,5.040652,24.495611,607.2788
2011-01-12 19:00:00,6.151538,29.72898,752.0939
2011-01-12 20:00:00,5.4312925,25.317263,669.65356
2011-01-12 21:00:00,5.3306127,24.620249,717.69385
2011-01-12 22:00:00,3.4214323,15.585453,530.17706
2011-01-12 23:00:00,2.8771033,12.323686,426.16943
2011-01-13 00:00:00,2.7230136,11.025382,411.03137
2011-01-13 01:00:00,2.635021,10.999117,408.92667
2011-01-13 02:00:00,1.7145171,7.2150664,253.80081
2011-01-13 03:00:00,1.7386823,6.9520373,249.61656
2011-01-13 04:00:00,1.0385779,4.057291,151.9424
2011-01-13 05:00:00,0.8713433,3.3792038,137.32999
2011-01-13 06:00:00,0.94005466,3.8122394,174.9171
2011-01-13 07:00:00,1.9271705,9.277517,370.9328
2011-01-13 08:00:00,3.4574828,17.116032,565.7432
2011-01-13 09:00:00,4.553866,22.281597,751.107
2011-01-13 10:00:00,3.3891716,14.583374,541.63043
2011-01-13 11:00:00,4.1337986,18.194292,671.08466
2011-01-13 12:00:00,2.8437948,12.365845,463.8711
2011-01-13 13:00:00,2.3501766,10.335389,349.65863
2011-01-13 14:00:00,2.7796104,12.252284,381.7519
2011-01-13 15:00:00,3.1751761,14.527519,456.9264
2011-01-13 16:00:00,3.2155766,14.457419,450.9759
2011-01-13 17:00:00,4.709403,21.20589,666.40466
2011-01-13 18:00:00,5.79395,25.405321,743.52795
2011-01-13 19:00:00,4.5991344,20.275879,620.6399
2011-01-13 20:00:00,2.909427,12.267793,413.51865
2011-01-13 21:00:00,3.0012083,12.175135,426.534
2011-01-13 22:00:00,1.9342377,8.383182,295.2658
2011-01-13 23:00:00,2.2381124,8.907261,315.1411
2011-01-14 00:00:00,2.187049,8.886536,320.51096
2011-01-14 01:00:00,1.7881391,6.5557065,222.89171
2011-01-14 02:00:00,1.2273365,4.0330405,175.51814
2011-01-14 03:00:00,1.1418079,4.463851,167.56041
2011-01-14 04:00:00,1.1521807,3.5630162,148.09586
2011-01-14 05:00:00,1.8150917,7.7663555,285.7394
2011-01-14 06:00:00,1.2583464,5.732624,226.01651
2011-01-14 07:00:00,1.814136,7.7966733,325.093
2011-01-14 08:00:00,4.86045,25.025408,710.22174
2011-01-14 09:00:00,3.7034118,15.622533,553.13666
2011-01-14 10:00:00,3.63382,16.108166,579.1455
2011-01-14 11:00:00,4.0395947,18.27041,651.3447
2011-01-14 12:00:00,3.0560699,13.073743,446.47067
2011-01-14 13:00:00,3.6306505,16.004108,528.89417
2011-01-14 14:00:00,3.6099367,16.30625,515.4223
2011-01-14 15:00:00,3.133058,14.456202,467.83185
2011-01-14 16:00:00,3.3215334,14.529722,473.9725
2011-01-14 17:00:00,5.584508,25.712133,708.1592
2011-01-14 18:00:00,5.6587515,24.020283,735.61273
2011-01-14 19:00:00,5.3176045,23.650526,709.32544
2011-01-14 20:00:00,5.936449,27.197542,772.9042
2011-01-14 21:00:00,4.682958,18.51602,611.5843
2011-01-14 22:00:00,1.6331092,5.772645,239.26076
2011-01-14 23:00:00,1.8052056,6.981093,260.79062
2011-01-15 00:00:00,1.7864523,7.450259,304.5276
2011-01-15 01:00:00,1.9265802,7.947137,284.76755
2011-01-15 02:00:00,1.4262824,5.4736495,212.17921
2011-01-15 03:00:00,1.2633941,4.5694256,170.64754
2011-01-15 04:00:00,1.259538,5.2352266,173.33998
2011-01-15 05:00:00,0.8102608,3.036669,126.179596
2011-01-15 06:00:00,0.99253833,3.326702,142.99834
2011-01-15 07:00:00,1.2112197,4.9555817,205.9809
2011-01-15 08:00:00,2.3560004,10.030612,393.9147
2011-01-15 09:00:00,2.354905,10.674401,419.41788
2011-01-15 10:00:00,2.1724782,9.414318,375.90668
2011-01-15 11:00:00,2.331273,10.141659,385.00772
2011-01-15 12:00:00,2.9336448,12.257774,439.8128
2011-01-15 13:00:00,3.4813013,15.925558,501.51233
2011-01-15 14:00:00,4.1279097,17.567013,555.60016
2011-01-15 15:00:00,3.0023744,13.275554,470.85745
2011-01-15 16:00:00,2.5393224,10.965435,379.67505
2011-01-15 17:00:00,3.026929,12.821955,418.2453
2011-01-15 18:00:00,4.3412714,18.706173,598.917
2011-01-15 19:00:00,4.409623,18.060532,580.4121
2011-01-15 20:00:00,2.9514244,12.079043,421.34805
2011-01-15 21:00:00,3.197835,13.069094,446.6023
2011-01-15 22:00:00,1.7956156,7.502522,281.1574
2011-01-15 23:00:00,2.3903992,9.567934,356.7994
2011-01-16 00:00:00,3.103438,13.42489,468.6268
2011-01-16 01:00:00,2.2303042,8.473249,300.92142
2011-01-16 02:00:00,1.7078888,6.998888,247.27017
2011-01-16 03:00:00,1.3530719,5.7472925,204.6106
2011-01-16 04:00:00,1.4519925,6.1599407,199.64207
2011-01-16 05:00:00,0.9243126,4.226926,159.12358
2011-01-16 06:00:00,1.0342085,3.969967,170.43387
2011-01-16 07:00:00,1.4027423,5.9009876,230.98137
2011-01-16 08:00:00,1.0708263,5.1644225,219.68872
2011-01-16 09:00:00,1.54406,6.643777,258.97382
2011-01-16 10:00:00,0.8232283,2.6046033,141.47469
2011-01-16 11:00:00,0.78350437,2.6147642,137.24873
2011-01-16 12:00:00,0.76291347,2.6271384,137.55316
2011-01-16 13:00:00,0.80023897,2.8570828,141.06015
2011-01-16 14:00:00,0.692702,2.2794437,113.33966
2011-01-16 15:00:00,0.6644407,1.7378544,109.80873
2011-01-16 16:00:00,0.82859576,2.6910746,137.33388
2011-01-16 17:00:00,1.0361216,3.7484083,165.86356
2011-01-16 18:00:00,1.0946013,3.6987596,171.27344
2011-01-16 19:00:00,1.7487638,7.0769463,253.57916
2011-01-16 20:00:00,1.5992862,6.2613893,253.84088
2011-01-16 21:00:00,1.2509198,4.58585,208.07521
2011-01-16 22:00:00,1.0670117,4.205952,178.37346
2011-01-16 23:00:00,1.1513374,4.8609014,196.09886
2011-01-17 00:00:00,1.2004317,4.490452,175.37721
2011-01-17 01:00:00,1.1240988,3.819739,154.09567
2011-01-17 02:00:00,0.87534505,3.3904424,140.65303
2011-01-17 03:00:00,0.6880239,1.6110238,90.27756
2011-01-17 04:00:00,0.6780326,1.596016,87.16092
2011-01-17 05:00:00,0.54607064,1.2173957,77.78498
2011-01-17 06:00:00,0.67672026,1.6857597,100.792496
2011-01-17 07:00:00,0.951006,3.8707612,187.49648
2011-01-17 08:00:00,3.2423615,15.787084,515.15454
2011-01-17 09:00:00,3.700053,19.048454,617.6315
2011-01-17 10:00:00,3.2273593,15.85083,553.35876
2011-01-17 11:00:00,3.3810167,16.510675,627.90454
2011-01-17 12:00:00,3.1804862,14.58637,553.3465
2011-01-17 13:00:00,3.1735106,14.465968,525.85535
2011-01-17 14:00:00,3.05457,13.352917,488.9044
2011-01-17 15:00:00,3.4757261,16.995998,593.7551
2011-01-17 16:00:00,3.0864463,14.450731,492.36295
2011-01-17 17:00:00,4.435557,22.675728,773.6338
2011-01-17 18:00:00,7.871545,39.56442,1077.296
2011-01-17 19:00:00,7.406595,36.52848,1008.312
2011-01-17 20:00:00,3.9160492,18.347279,617.3101
2011-01-17 21:00:00,3.0964909,14.111886,503.57703
2011-01-17 22:00:00,1.8652978,8.0394745,313.151
2011-01-17 23:00:00,1.6286526,6.937122,264.39917
2011-01-18 00:00:00,1.5807805,7.3712525,289.32758
2011-01-18 01:00:00,1.3475585,5.838623,223.47185
2011-01-18 02:00:00,0.96667457,3.808489,167.82907
2011-01-18 03:00:00,0.70383704,2.4990587,125.61302
2011-01-18 04:00:00,0.7598553,2.5110893,116.88983
2011-01-18 05:00:00,0.74759525,3.0455196,148.37396
2011-01-18 06:00:00,0.8695668,4.261273,199.31068
2011-01-18 07:00:00,1.648533,7.8612103,320.94052
2011-01-18 08:00:00,3.7762573,17.034533,618.3235
2011-01-18 09:00:00,4.3331604,20.710484,714.6299
2011-01-18 10:00:00,4.7680073,22.089321,733.63745
2011-01-18 11:00:00,3.8493166,17.02235,681.5337
2011-01-18 12:00:00,4.460769,21.459808,714.9537
2011-01-18 13:00:00,5.2072754,23.463814,785.92
2011-01-18 14:00:00,5.833884,30.781906,862.47577
2011-01-18 15:00:00,5.155036,23.469194,757.4863
2011-01-18 16:00:00,5.322836,26.319368,775.2315
2011-01-18 17:00:00,5.4180994,24.824102,754.75806
2011-01-18 18:00:00,5.958109,25.309914,782.55884
2011-01-18 19:00:00,6.518075,27.651571,839.57837
2011-01-18 20:00:00,5.3676033,23.45846,753.8599
2011-01-18 21:00:00,1.9613903,6.5381536,265.14825
2011-01-18 22:00:00,1.3652295,4.0677295,171.67198
2011-01-18 23:00:00,1.4250048,5.410682,202.5549
2011-01-19 00:00:00,1.6575737,5.78963,215.95143
2011-01-19 01:00:00,1.6607481,5.990736,216.3858
2011-01-19 02:00:00,1.4543238,5.384276,189.41136
2011-01-19 03:00:00,0.7508987,1.8411304,98.341866
2011-01-19 04:00:00,0.5687099,0.9447015,63.1681
2011-01-19 05:00:00,0.42097434,0.8091011,55.136288
2011-01-19 06:00:00,0.563701,1.2100701,73.87092
2011-01-19 07:00:00,0.87316126,2.9197097,143.47702
2011-01-19 08:00:00,1.792052,6.865252,270.73096
2011-01-19 09:00:00,1.8684002,7.9061813,313.6027
2011-01-19 10:00:00,1.1015913,3.1891026,155.11661
2011-01-19 11:00:00,0.79414517,1.9726508,115.25583
2011-01-19 12:00:00,1.0417216,3.2384844,143.48938
2011-01-19 13:00:00,1.3602345,4.305223,156.12415
2011-01-19 14:00:00,1.8051846,7.452508,251.18945
2011-01-19 15:00:00,1.2581675,4.477678,161.84502
2011-01-19 16:00:00,1.2541509,4.3958864,168.41832
2011-01-19 17:00:00,1.4190583,4.677147,165.88068
2011-01-19 18:00:00,1.7483757,6.5210257,223.6268
2011-01-19 19:00:00,1.771488,6.8277335,231.95631
2011-01-19 20:00:00,2.1248035,8.383034,303.0113
2011-01-19 21:00:00,1.908424,7.174365,257.37238
2011-01-19 22:00:00,0.9797003,3.025555,130.85233
2011-01-19 23:00:00,1.1562405,4.1858525,155.19966
2011-01-20 00:00:00,1.2870226,4.1986423,149.3715
2011-01-20 01:00:00,0.9135419,2.539158,95.26277
2011-01-20 02:00:00,0.6793705,1.1811664,65.88764
2011-01-20 03:00:00,0.61176145,1.0990384,59.08648
2011-01-20 04:00:00,0.52220005,0.98516285,52.405857
2011-01-20 05:00:00,0.54213446,0.77026194,49.88573
2011-01-20 06:00:00,0.92484665,3.073078,129.91933
2011-01-20 07:00:00,0.9396089,2.9635744,141.87915
2011-01-20 08:00:00,2.940083,12.502354,438.07315
2011-01-20 09:00:00,3.5594876,15.800497,533.8111
2011-01-20 10:00:00,3.8567286,17.142004,641.13873
2011-01-20 11:00:00,2.89604,12.208885,500.73242
2011-01-20 12:00:00,2.7753167,12.984365,464.22165
2011-01-20 13:00:00,2.677311,12.343132,410.21967
2011-01-20 14:00:00,2.7879984,14.579679,445.18533
2011-01-20 15:00:00,2.2922354,11.0040865,373.0111
2011-01-20 16:00:00,2.8401883,13.382516,431.91873
2011-01-20 17:00:00,4.230116,21.356297,687.57513
2011-01-20 18:00:00,5.675402,27.906845,810.54517
2011-01-20 19:00:00,4.7909803,20.722082,706.60974
2011-01-20 20:00:00,3.5729651,14.875214,520.5939
2011-01-20 21:00:00,3.1006942,13.120074,437.09857
